Constructor,D.O.B,Driver,Grid Pos,Nationality,Podium,Points,Round,Season,Status,Time,Track,URL
brabham,1949-02-22,lauda,4,Austrian,2,6.0,10,1978,Finished,6133620.0,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
brabham,1946-05-04,watson,9,British,3,4.0,10,1978,Finished,6169640.0,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
tyrrell,1944-08-09,depailler,10,French,4,3.0,10,1978,Finished,6205660.0,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
shadow,1951-01-01,stuck,18,German,5,2.0,10,1978,+1 Lap,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
mclaren,1949-06-25,tambay,20,French,6,1.0,10,1978,+1 Lap,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
mclaren,1952-09-10,giacomelli,16,Italian,7,0.0,10,1978,+1 Lap,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
mclaren,1945-11-14,lunger,24,American,8,0.0,10,1978,+1 Lap,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
surtees,1937-11-11,brambilla,25,Italian,9,0.0,10,1978,+1 Lap,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
ligier,1943-11-21,laffite,7,French,10,0.0,10,1978,+3 Laps,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
ats,1946-09-30,mass,26,German,11,0.0,10,1978,+11 Laps,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
ats,1948-12-06,keke_rosberg,22,Finnish,12,0.0,10,1978,Suspension,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
shadow,1939-09-05,regazzoni,17,Swiss,13,0.0,10,1978,Gearbox,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
renault,1942-10-01,jabouille,12,French,14,0.0,10,1978,Turbo,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
arrows,1954-04-17,patrese,5,Italian,15,0.0,10,1978,Suspension,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
tyrrell,1952-03-26,pironi,19,French,16,0.0,10,1978,Gearbox,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
wolf,1950-01-29,scheckter,3,South African,17,0.0,10,1978,Gearbox,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
fittipaldi,1946-12-12,emerson_fittipaldi,11,Brazilian,18,0.0,10,1978,Engine,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
merzario,1943-03-11,merzario,23,Italian,19,0.0,10,1978,Fuel system,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
ensign,1953-03-11,daly,15,Irish,20,0.0,10,1978,Wheel,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
team_lotus,1940-02-28,mario_andretti,2,American,21,0.0,10,1978,Engine,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
williams,1946-11-02,jones,6,Australian,22,0.0,10,1978,Transmission,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
ferrari,1950-01-18,gilles_villeneuve,13,Canadian,23,0.0,10,1978,Transmission,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
team_lotus,1956-02-05,rebaque,21,Mexican,24,0.0,10,1978,Gearbox,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
mclaren,1947-08-29,hunt,14,British,25,0.0,10,1978,Accident,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
team_lotus,1944-02-14,peterson,1,Swedish,26,0.0,10,1978,Fuel system,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
surtees,1955-02-26,keegan,0,British,27,0.0,10,1978,Did not qualify,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
arrows,1943-07-11,stommelen,0,German,28,0.0,10,1978,Did not qualify,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
ensign,1951-05-01,lees,0,British,29,0.0,10,1978,Did not qualify,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
mclaren,1943-01-24,trimmer,0,British,30,0.0,10,1978,Did not qualify,,brands_hatch,http://en.wikipedia.org/wiki/1978_British_Grand_Prix
team_lotus,1940-02-28,mario_andretti,1,American,1,9.0,11,1978,Finished,5280900.0,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
wolf,1950-01-29,scheckter,4,South African,2,6.0,11,1978,Finished,5296250.0,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
ligier,1943-11-21,laffite,7,French,3,4.0,11,1978,Finished,5308910.0,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
fittipaldi,1946-12-12,emerson_fittipaldi,10,Brazilian,4,3.0,11,1978,Finished,5317780.0,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
tyrrell,1952-03-26,pironi,16,French,5,2.0,11,1978,Finished,5338160.0,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
team_lotus,1956-02-05,rebaque,18,Mexican,6,1.0,11,1978,Finished,5378760.0,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
brabham,1946-05-04,watson,5,British,7,0.0,11,1978,Finished,5380430.0,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
ferrari,1950-01-18,gilles_villeneuve,15,Canadian,8,0.0,11,1978,Finished,5397770.0,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
arrows,1954-04-17,patrese,14,Italian,9,0.0,11,1978,+1 Lap,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
wolf,1948-12-06,keke_rosberg,19,Finnish,10,0.0,11,1978,+3 Laps,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
ensign,1948-08-31,ertl,17,Austrian,11,0.0,11,1978,Engine,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
arrows,1943-07-11,stommelen,23,German,12,0.0,11,1978,Disqualified,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
team_lotus,1944-02-14,peterson,2,Swedish,13,0.0,11,1978,Gearbox,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
mclaren,1947-08-29,hunt,8,British,14,0.0,11,1978,Disqualified,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
williams,1946-11-02,jones,6,Australian,15,0.0,11,1978,Fuel system,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
ensign,1952-08-17,piquet,21,Brazilian,16,0.0,11,1978,Engine,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
surtees,1937-11-11,brambilla,20,Italian,17,0.0,11,1978,Fuel system,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
mclaren,1949-06-25,tambay,11,French,18,0.0,11,1978,Accident,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
ferrari,1942-04-12,reutemann,12,Argentine,19,0.0,11,1978,Fuel system,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
brabham,1949-02-22,lauda,3,Austrian,20,0.0,11,1978,Engine,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
renault,1942-10-01,jabouille,9,French,21,0.0,11,1978,Engine,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
ats,1946-09-30,mass,22,German,22,0.0,11,1978,Accident,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
shadow,1951-01-01,stuck,24,German,23,0.0,11,1978,Accident,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
tyrrell,1944-08-09,depailler,13,French,24,0.0,11,1978,Accident,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
shadow,1939-09-05,regazzoni,0,Swiss,25,0.0,11,1978,Did not qualify,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
ats,1946-07-10,jarier,0,French,26,0.0,11,1978,Did not qualify,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
surtees,1955-02-26,keegan,0,British,27,0.0,11,1978,Did not qualify,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
merzario,1943-03-11,merzario,0,Italian,28,0.0,11,1978,Did not qualify,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
martini,1948-07-04,arnoux,0,French,29,0.0,11,1978,Did not prequalify,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
mclaren,1945-11-14,lunger,0,American,30,0.0,11,1978,Did not prequalify,,hockenheimring,http://en.wikipedia.org/wiki/1978_German_Grand_Prix
team_lotus,1944-02-14,peterson,1,Swedish,1,9.0,12,1978,Finished,6081570.0,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
tyrrell,1944-08-09,depailler,14,French,2,6.0,12,1978,Finished,6129010.0,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
ferrari,1950-01-18,gilles_villeneuve,11,Canadian,3,4.0,12,1978,Finished,6181330.0,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
fittipaldi,1946-12-12,emerson_fittipaldi,6,Brazilian,4,3.0,12,1978,+1 Lap,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
ligier,1943-11-21,laffite,5,French,5,2.0,12,1978,+1 Lap,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
surtees,1937-11-11,brambilla,21,Italian,6,1.0,12,1978,+1 Lap,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
brabham,1946-05-04,watson,10,British,7,0.0,12,1978,+1 Lap,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
mclaren,1945-11-14,lunger,17,American,8,0.0,12,1978,+2 Laps,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
martini,1948-07-04,arnoux,26,French,9,0.0,12,1978,+2 Laps,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
shadow,1939-09-05,regazzoni,22,Swiss,10,0.0,12,1978,+7 Laps,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
wolf,1948-12-06,keke_rosberg,25,Finnish,11,0.0,12,1978,+7 Laps,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
ensign,1953-03-11,daly,19,Irish,12,0.0,12,1978,Disqualified,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
mclaren,1949-06-25,tambay,14,French,13,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
shadow,1951-01-01,stuck,23,German,14,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
renault,1942-10-01,jabouille,3,French,15,0.0,12,1978,Gearbox,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
ferrari,1942-04-12,reutemann,12,Argentine,16,0.0,12,1978,Disqualified,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
brabham,1949-02-22,lauda,4,Austrian,17,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
tyrrell,1952-03-26,pironi,9,French,18,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
mclaren,1947-08-29,hunt,8,British,19,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
williams,1946-11-02,jones,15,Australian,20,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
arrows,1954-04-17,patrese,16,Italian,21,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
ensign,1948-08-31,ertl,24,Austrian,22,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
team_lotus,1956-02-05,rebaque,18,Mexican,23,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
mclaren,1952-08-17,piquet,20,Brazilian,24,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
wolf,1950-01-29,scheckter,7,South African,25,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
team_lotus,1940-02-28,mario_andretti,2,American,26,0.0,12,1978,Accident,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
merzario,1943-03-11,merzario,0,Italian,27,0.0,12,1978,Did not qualify,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
ats,1946-09-30,mass,0,German,28,0.0,12,1978,Did not qualify,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
surtees,1955-02-26,keegan,0,British,29,0.0,12,1978,Did not qualify,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
ats,1948-06-12,binder,0,Austrian,30,0.0,12,1978,Did not qualify,,osterreichring,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix
team_lotus,1940-02-28,mario_andretti,1,American,1,9.0,13,1978,Finished,6064230.0,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
team_lotus,1944-02-14,peterson,2,Swedish,2,6.0,13,1978,Finished,6064550.0,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
brabham,1949-02-22,lauda,3,Austrian,3,4.0,13,1978,Finished,6076440.0,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
brabham,1946-05-04,watson,8,British,4,3.0,13,1978,Finished,6085150.0,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
fittipaldi,1946-12-12,emerson_fittipaldi,10,Brazilian,5,2.0,13,1978,Finished,6085730.0,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
ferrari,1950-01-18,gilles_villeneuve,5,Canadian,6,1.0,13,1978,Finished,6110180.0,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
ferrari,1942-04-12,reutemann,4,Argentine,7,0.0,13,1978,Finished,6124750.0,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
ligier,1943-11-21,laffite,6,French,8,0.0,13,1978,+1 Lap,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
mclaren,1949-06-25,tambay,14,French,9,0.0,13,1978,+1 Lap,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
mclaren,1947-08-29,hunt,7,British,10,0.0,13,1978,+1 Lap,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
team_lotus,1956-02-05,rebaque,20,Mexican,11,0.0,13,1978,+1 Lap,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
wolf,1950-01-29,scheckter,15,South African,12,0.0,13,1978,+2 Laps,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
mclaren,1952-09-10,giacomelli,19,Italian,13,0.0,13,1978,Spun off,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
shadow,1951-01-01,stuck,18,German,14,0.0,13,1978,Transmission,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
martini,1948-07-04,arnoux,23,French,15,0.0,13,1978,Chassis,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
merzario,1943-03-11,merzario,26,Italian,16,0.0,13,1978,Engine,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
surtees,1937-11-11,brambilla,22,Italian,17,0.0,13,1978,Disqualified,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
renault,1942-10-01,jabouille,9,French,18,0.0,13,1978,Engine,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
mclaren,1945-11-14,lunger,21,American,19,0.0,13,1978,Engine,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
wolf,1948-12-06,keke_rosberg,24,Finnish,20,0.0,13,1978,Accident,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
williams,1946-11-02,jones,11,Australian,21,0.0,13,1978,Throttle,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
mclaren,1952-08-17,piquet,25,Brazilian,22,0.0,13,1978,Transmission,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
tyrrell,1944-08-09,depailler,12,French,23,0.0,13,1978,Engine,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
ensign,1953-03-11,daly,16,Irish,24,0.0,13,1978,Transmission,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
arrows,1954-04-17,patrese,13,Italian,25,0.0,13,1978,Accident,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
tyrrell,1952-03-26,pironi,17,French,26,0.0,13,1978,Accident,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
surtees,1955-02-26,keegan,0,British,27,0.0,13,1978,Withdrew,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
shadow,1939-09-05,regazzoni,0,Swiss,28,0.0,13,1978,Did not qualify,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
ats,1949-10-02,bleekemolen,0,Dutch,29,0.0,13,1978,Did not qualify,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
ats,1946-09-30,mass,0,German,30,0.0,13,1978,Did not qualify,,zandvoort,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix
brabham,1949-02-22,lauda,4,Austrian,1,9.0,14,1978,Finished,4024540.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
brabham,1946-05-04,watson,7,British,2,6.0,14,1978,Finished,4026020.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
ferrari,1942-04-12,reutemann,11,Argentine,3,4.0,14,1978,Finished,4045010.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
ligier,1943-11-21,laffite,8,French,4,3.0,14,1978,Finished,4062070.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
mclaren,1949-06-25,tambay,19,French,5,2.0,14,1978,Finished,4064930.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
team_lotus,1940-02-28,mario_andretti,1,American,6,1.0,14,1978,Finished,4070870.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
ferrari,1950-01-18,gilles_villeneuve,2,Canadian,7,0.0,14,1978,Finished,4073020.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
fittipaldi,1946-12-12,emerson_fittipaldi,13,Brazilian,8,0.0,14,1978,Finished,4079780.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
mclaren,1952-08-17,piquet,24,Brazilian,9,0.0,14,1978,Finished,4091370.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
ensign,1953-03-11,daly,18,Irish,10,0.0,14,1978,Finished,4093650.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
tyrrell,1944-08-09,depailler,16,French,11,0.0,14,1978,Finished,4101110.0,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
wolf,1950-01-29,scheckter,9,South African,12,0.0,14,1978,+1 Lap,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
williams,1946-11-02,jones,6,Australian,13,0.0,14,1978,+1 Lap,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
mclaren,1952-09-10,giacomelli,20,Italian,14,0.0,14,1978,+1 Lap,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
shadow,1939-09-05,regazzoni,15,Swiss,15,0.0,14,1978,+7 Laps,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
arrows,1954-04-17,patrese,12,Italian,16,0.0,14,1978,Engine,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
mclaren,1947-08-29,hunt,10,British,17,0.0,14,1978,Distributor,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
merzario,1943-03-11,merzario,22,Italian,18,0.0,14,1978,Engine,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
renault,1942-10-01,jabouille,3,French,19,0.0,14,1978,Engine,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
team_lotus,1944-02-14,peterson,5,Swedish,20,0.0,14,1978,Accident,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
tyrrell,1952-03-26,pironi,14,French,21,0.0,14,1978,Accident,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
shadow,1951-01-01,stuck,17,German,22,0.0,14,1978,Accident,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
mclaren,1945-11-14,lunger,21,American,23,0.0,14,1978,Accident,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
surtees,1937-11-11,brambilla,23,Italian,24,0.0,14,1978,Accident,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
team_lotus,1956-02-05,rebaque,0,Mexican,25,0.0,14,1978,Did not qualify,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
ats,1948-08-31,ertl,0,Austrian,26,0.0,14,1978,Did not qualify,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
ats,1949-10-02,bleekemolen,0,Dutch,27,0.0,14,1978,Did not qualify,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
surtees,1938-01-01,gimax,0,Italian,28,0.0,14,1978,Did not qualify,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
ensign,1948-08-31,ertl,0,Austrian,29,0.0,14,1978,Did not prequalify,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
wolf,1948-12-06,keke_rosberg,0,Finnish,30,0.0,14,1978,Did not prequalify,,monza,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix
ferrari,1942-04-12,reutemann,2,Argentine,1,9.0,15,1978,Finished,6048800.0,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
williams,1946-11-02,jones,3,Australian,2,6.0,15,1978,Finished,6068539.0,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
wolf,1950-01-29,scheckter,11,South African,3,4.0,15,1978,Finished,6094501.0,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
renault,1942-10-01,jabouille,9,French,4,3.0,15,1978,Finished,6133807.0,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
fittipaldi,1946-12-12,emerson_fittipaldi,13,Brazilian,5,2.0,15,1978,Finished,6136889.0,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
mclaren,1949-06-25,tambay,18,French,6,1.0,15,1978,Finished,6159010.0,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
mclaren,1947-08-29,hunt,6,British,7,0.0,15,1978,+1 Lap,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
ensign,1953-03-11,daly,19,Irish,8,0.0,15,1978,+1 Lap,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
martini,1948-07-04,arnoux,21,French,9,0.0,15,1978,+1 Lap,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
tyrrell,1952-03-26,pironi,16,French,10,0.0,15,1978,+1 Lap,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
ligier,1943-11-21,laffite,10,French,11,0.0,15,1978,+1 Lap,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
wolf,1953-01-10,rahal,20,American,12,0.0,15,1978,+1 Lap,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
ensign,1945-11-14,lunger,24,American,13,0.0,15,1978,+1 Lap,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
shadow,1939-09-05,regazzoni,17,Swiss,14,0.0,15,1978,+3 Laps,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
team_lotus,1946-07-10,jarier,8,French,15,0.0,15,1978,Out of fuel,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
arrows,1943-07-11,stommelen,22,German,16,0.0,15,1978,+5 Laps,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
merzario,1943-03-11,merzario,26,Italian,17,0.0,15,1978,Gearbox,,watkins_glen,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix
