,Driver,Driver Points,Driver Standings,Driver Wins,Round,Season
24922,ocon,0.0,24,0,19,2016
24923,rosberg,367.0,1,9,20,2016
24924,hamilton,355.0,2,9,20,2016
24925,ricciardo,246.0,3,1,20,2016
24926,vettel,197.0,4,0,20,2016
24927,max_verstappen,192.0,5,1,20,2016
24928,raikkonen,178.0,6,0,20,2016
24929,perez,97.0,7,0,20,2016
24930,bottas,85.0,8,0,20,2016
24931,hulkenberg,66.0,9,0,20,2016
24932,alonso,53.0,10,0,20,2016
24933,massa,51.0,11,0,20,2016
24934,sainz,46.0,12,0,20,2016
24935,grosjean,29.0,13,0,20,2016
24936,kvyat,25.0,14,0,20,2016
24937,button,21.0,15,0,20,2016
24938,kevin_magnussen,7.0,16,0,20,2016
24939,nasr,2.0,17,0,20,2016
24940,jolyon_palmer,1.0,18,0,20,2016
24941,wehrlein,1.0,19,0,20,2016
24942,vandoorne,1.0,20,0,20,2016
24943,gutierrez,0.0,21,0,20,2016
24944,ericsson,0.0,22,0,20,2016
24945,ocon,0.0,23,0,20,2016
24946,haryanto,0.0,24,0,20,2016
24947,rosberg,385.0,1,9,21,2016
24948,hamilton,380.0,2,10,21,2016
24949,ricciardo,256.0,3,1,21,2016
24950,vettel,212.0,4,0,21,2016
24951,max_verstappen,204.0,5,1,21,2016
24952,raikkonen,186.0,6,0,21,2016
24953,perez,101.0,7,0,21,2016
24954,bottas,85.0,8,0,21,2016
24955,hulkenberg,72.0,9,0,21,2016
24956,alonso,54.0,10,0,21,2016
24957,massa,53.0,11,0,21,2016
24958,sainz,46.0,12,0,21,2016
24959,grosjean,29.0,13,0,21,2016
24960,kvyat,25.0,14,0,21,2016
24961,button,21.0,15,0,21,2016
24962,kevin_magnussen,7.0,16,0,21,2016
24963,nasr,2.0,17,0,21,2016
24964,jolyon_palmer,1.0,18,0,21,2016
24965,wehrlein,1.0,19,0,21,2016
24966,vandoorne,1.0,20,0,21,2016
24967,gutierrez,0.0,21,0,21,2016
24968,ericsson,0.0,22,0,21,2016
24969,ocon,0.0,23,0,21,2016
24970,haryanto,0.0,24,0,21,2016
24971,vettel,25.0,1,1,1,2017
24972,hamilton,18.0,2,0,1,2017
24973,bottas,15.0,3,0,1,2017
24974,raikkonen,12.0,4,0,1,2017
24975,max_verstappen,10.0,5,0,1,2017
24976,massa,8.0,6,0,1,2017
24977,perez,6.0,7,0,1,2017
24978,sainz,4.0,8,0,1,2017
24979,kvyat,2.0,9,0,1,2017
24980,ocon,1.0,10,0,1,2017
24981,hulkenberg,0.0,11,0,1,2017
24982,giovinazzi,0.0,12,0,1,2017
24983,vandoorne,0.0,13,0,1,2017
24984,alonso,0.0,14,0,1,2017
24985,kevin_magnussen,0.0,15,0,1,2017
24986,stroll,0.0,16,0,1,2017
24987,ricciardo,0.0,17,0,1,2017
24988,ericsson,0.0,18,0,1,2017
24989,jolyon_palmer,0.0,19,0,1,2017
24990,grosjean,0.0,20,0,1,2017
24991,vettel,43.0,1,1,2,2017
24992,hamilton,43.0,2,1,2,2017
24993,max_verstappen,25.0,3,0,2,2017
24994,bottas,23.0,4,0,2,2017
24995,raikkonen,22.0,5,0,2,2017
24996,ricciardo,12.0,6,0,2,2017
24997,sainz,10.0,7,0,2,2017
24998,massa,8.0,8,0,2,2017
24999,perez,8.0,9,0,2,2017
25000,kevin_magnussen,4.0,10,0,2,2017
25001,kvyat,2.0,11,0,2,2017
25002,ocon,2.0,12,0,2,2017
25003,hulkenberg,0.0,13,0,2,2017
25004,grosjean,0.0,14,0,2,2017
25005,giovinazzi,0.0,15,0,2,2017
25006,vandoorne,0.0,16,0,2,2017
25007,jolyon_palmer,0.0,17,0,2,2017
25008,ericsson,0.0,18,0,2,2017
25009,alonso,0.0,19,0,2,2017
25010,stroll,0.0,20,0,2,2017
25011,vettel,68.0,1,2,3,2017
25012,hamilton,61.0,2,1,3,2017
25013,bottas,38.0,3,0,3,2017
25014,raikkonen,34.0,4,0,3,2017
25015,max_verstappen,25.0,5,0,3,2017
25016,ricciardo,22.0,6,0,3,2017
25017,massa,16.0,7,0,3,2017
25018,perez,14.0,8,0,3,2017
25019,sainz,10.0,9,0,3,2017
25020,grosjean,4.0,10,0,3,2017
25021,kevin_magnussen,4.0,11,0,3,2017
25022,ocon,3.0,12,0,3,2017
25023,hulkenberg,2.0,13,0,3,2017
25024,kvyat,2.0,14,0,3,2017
25025,wehrlein,0.0,15,0,3,2017
25026,giovinazzi,0.0,16,0,3,2017
25027,jolyon_palmer,0.0,17,0,3,2017
25028,vandoorne,0.0,18,0,3,2017
25029,alonso,0.0,19,0,3,2017
25030,ericsson,0.0,20,0,3,2017
25031,stroll,0.0,21,0,3,2017
25032,vettel,86.0,1,2,4,2017
25033,hamilton,73.0,2,1,4,2017
25034,bottas,63.0,3,1,4,2017
25035,raikkonen,49.0,4,0,4,2017
25036,max_verstappen,35.0,5,0,4,2017
25037,ricciardo,22.0,6,0,4,2017
25038,perez,22.0,7,0,4,2017
25039,massa,18.0,8,0,4,2017
25040,sainz,11.0,9,0,4,2017
25041,ocon,9.0,10,0,4,2017
25042,hulkenberg,6.0,11,0,4,2017
25043,grosjean,4.0,12,0,4,2017
25044,kevin_magnussen,4.0,13,0,4,2017
25045,kvyat,2.0,14,0,4,2017
25046,wehrlein,0.0,15,0,4,2017
25047,stroll,0.0,16,0,4,2017
25048,giovinazzi,0.0,17,0,4,2017
25049,jolyon_palmer,0.0,18,0,4,2017
25050,vandoorne,0.0,19,0,4,2017
25051,alonso,0.0,20,0,4,2017
25052,ericsson,0.0,21,0,4,2017
25053,vettel,104.0,1,2,5,2017
25054,hamilton,98.0,2,2,5,2017
25055,bottas,63.0,3,1,5,2017
25056,raikkonen,49.0,4,0,5,2017
25057,ricciardo,37.0,5,0,5,2017
25058,max_verstappen,35.0,6,0,5,2017
25059,perez,34.0,7,0,5,2017
25060,ocon,19.0,8,0,5,2017
25061,massa,18.0,9,0,5,2017
25062,sainz,17.0,10,0,5,2017
25063,hulkenberg,14.0,11,0,5,2017
25064,grosjean,5.0,12,0,5,2017
25065,wehrlein,4.0,13,0,5,2017
25066,kevin_magnussen,4.0,14,0,5,2017
25067,kvyat,4.0,15,0,5,2017
25068,ericsson,0.0,16,0,5,2017
25069,stroll,0.0,17,0,5,2017
25070,alonso,0.0,18,0,5,2017
25071,giovinazzi,0.0,19,0,5,2017
25072,jolyon_palmer,0.0,20,0,5,2017
25073,vandoorne,0.0,21,0,5,2017
25074,vettel,129.0,1,3,6,2017
25075,hamilton,104.0,2,2,6,2017
25076,bottas,75.0,3,1,6,2017
25077,raikkonen,67.0,4,0,6,2017
25078,ricciardo,52.0,5,0,6,2017
25079,max_verstappen,45.0,6,0,6,2017
25080,perez,34.0,7,0,6,2017
25081,sainz,25.0,8,0,6,2017
25082,massa,20.0,9,0,6,2017
25083,ocon,19.0,10,0,6,2017
25084,hulkenberg,14.0,11,0,6,2017
25085,grosjean,9.0,12,0,6,2017
25086,kevin_magnussen,5.0,13,0,6,2017
25087,wehrlein,4.0,14,0,6,2017
25088,kvyat,4.0,15,0,6,2017
25089,jolyon_palmer,0.0,16,0,6,2017
25090,ericsson,0.0,17,0,6,2017
25091,stroll,0.0,18,0,6,2017
25092,alonso,0.0,19,0,6,2017
25093,giovinazzi,0.0,20,0,6,2017
25094,vandoorne,0.0,21,0,6,2017
25095,button,0.0,22,0,6,2017
25096,vettel,141.0,1,3,7,2017
25097,hamilton,129.0,2,3,7,2017
25098,bottas,93.0,3,1,7,2017
25099,raikkonen,73.0,4,0,7,2017
25100,ricciardo,67.0,5,0,7,2017
25101,max_verstappen,45.0,6,0,7,2017
25102,perez,44.0,7,0,7,2017
25103,ocon,27.0,8,0,7,2017
25104,sainz,25.0,9,0,7,2017
25105,massa,20.0,10,0,7,2017
25106,hulkenberg,18.0,11,0,7,2017
25107,grosjean,10.0,12,0,7,2017
25108,kevin_magnussen,5.0,13,0,7,2017
25109,wehrlein,4.0,14,0,7,2017
25110,kvyat,4.0,15,0,7,2017
25111,stroll,2.0,16,0,7,2017
25112,jolyon_palmer,0.0,17,0,7,2017
25113,ericsson,0.0,18,0,7,2017
25114,alonso,0.0,19,0,7,2017
25115,giovinazzi,0.0,20,0,7,2017
25116,vandoorne,0.0,21,0,7,2017
25117,button,0.0,22,0,7,2017
25118,vettel,153.0,1,3,8,2017
25119,hamilton,139.0,2,3,8,2017
25120,bottas,111.0,3,1,8,2017
25121,ricciardo,92.0,4,1,8,2017
25122,raikkonen,73.0,5,0,8,2017
25123,max_verstappen,45.0,6,0,8,2017
25124,perez,44.0,7,0,8,2017
25125,ocon,35.0,8,0,8,2017
25126,sainz,29.0,9,0,8,2017
25127,massa,20.0,10,0,8,2017
25128,hulkenberg,18.0,11,0,8,2017
25129,stroll,17.0,12,0,8,2017
25130,kevin_magnussen,11.0,13,0,8,2017
25131,grosjean,10.0,14,0,8,2017
25132,wehrlein,5.0,15,0,8,2017
25133,kvyat,4.0,16,0,8,2017
25134,alonso,2.0,17,0,8,2017
25135,jolyon_palmer,0.0,18,0,8,2017
25136,ericsson,0.0,19,0,8,2017
25137,vandoorne,0.0,20,0,8,2017
25138,giovinazzi,0.0,21,0,8,2017
25139,button,0.0,22,0,8,2017
25140,vettel,171.0,1,3,9,2017
25141,hamilton,151.0,2,3,9,2017
25142,bottas,136.0,3,2,9,2017
25143,ricciardo,107.0,4,1,9,2017
25144,raikkonen,83.0,5,0,9,2017
25145,perez,50.0,6,0,9,2017
25146,max_verstappen,45.0,7,0,9,2017
25147,ocon,39.0,8,0,9,2017
25148,sainz,29.0,9,0,9,2017
25149,massa,22.0,10,0,9,2017
25150,stroll,18.0,11,0,9,2017
25151,hulkenberg,18.0,12,0,9,2017
25152,grosjean,18.0,13,0,9,2017
25153,kevin_magnussen,11.0,14,0,9,2017
25154,wehrlein,5.0,15,0,9,2017
25155,kvyat,4.0,16,0,9,2017
25156,alonso,2.0,17,0,9,2017
25157,jolyon_palmer,0.0,18,0,9,2017
25158,ericsson,0.0,19,0,9,2017
25159,vandoorne,0.0,20,0,9,2017
25160,giovinazzi,0.0,21,0,9,2017
25161,button,0.0,22,0,9,2017
25162,vettel,177.0,1,3,10,2017
25163,hamilton,176.0,2,4,10,2017
25164,bottas,154.0,3,2,10,2017
25165,ricciardo,117.0,4,1,10,2017
25166,raikkonen,98.0,5,0,10,2017
25167,max_verstappen,57.0,6,0,10,2017
25168,perez,52.0,7,0,10,2017
25169,ocon,43.0,8,0,10,2017
25170,sainz,29.0,9,0,10,2017
25171,hulkenberg,26.0,10,0,10,2017
25172,massa,23.0,11,0,10,2017
25173,stroll,18.0,12,0,10,2017
25174,grosjean,18.0,13,0,10,2017
25175,kevin_magnussen,11.0,14,0,10,2017
25176,wehrlein,5.0,15,0,10,2017
25177,kvyat,4.0,16,0,10,2017
25178,alonso,2.0,17,0,10,2017
25179,jolyon_palmer,0.0,18,0,10,2017
25180,ericsson,0.0,19,0,10,2017
25181,vandoorne,0.0,20,0,10,2017
25182,giovinazzi,0.0,21,0,10,2017
25183,button,0.0,22,0,10,2017
25184,vettel,202.0,1,4,11,2017
25185,hamilton,188.0,2,4,11,2017
25186,bottas,169.0,3,2,11,2017
25187,ricciardo,117.0,4,1,11,2017
25188,raikkonen,116.0,5,0,11,2017
25189,max_verstappen,67.0,6,0,11,2017
25190,perez,56.0,7,0,11,2017
25191,ocon,45.0,8,0,11,2017
25192,sainz,35.0,9,0,11,2017
25193,hulkenberg,26.0,10,0,11,2017
25194,massa,23.0,11,0,11,2017
25195,stroll,18.0,12,0,11,2017
25196,grosjean,18.0,13,0,11,2017
25197,kevin_magnussen,11.0,14,0,11,2017
25198,alonso,10.0,15,0,11,2017
25199,wehrlein,5.0,16,0,11,2017
25200,kvyat,4.0,17,0,11,2017
25201,vandoorne,1.0,18,0,11,2017
25202,jolyon_palmer,0.0,19,0,11,2017
25203,ericsson,0.0,20,0,11,2017
25204,giovinazzi,0.0,21,0,11,2017
25205,button,0.0,22,0,11,2017
25206,resta,0.0,23,0,11,2017
25207,vettel,220.0,1,4,12,2017
25208,hamilton,213.0,2,5,12,2017
25209,bottas,179.0,3,2,12,2017
25210,ricciardo,132.0,4,1,12,2017
25211,raikkonen,128.0,5,0,12,2017
25212,max_verstappen,67.0,6,0,12,2017
25213,perez,56.0,7,0,12,2017
25214,ocon,47.0,8,0,12,2017
25215,sainz,36.0,9,0,12,2017
25216,hulkenberg,34.0,10,0,12,2017
25217,massa,27.0,11,0,12,2017
25218,grosjean,24.0,12,0,12,2017
25219,stroll,18.0,13,0,12,2017
25220,kevin_magnussen,11.0,14,0,12,2017
25221,alonso,10.0,15,0,12,2017
25222,wehrlein,5.0,16,0,12,2017
25223,kvyat,4.0,17,0,12,2017
25224,vandoorne,1.0,18,0,12,2017
25225,jolyon_palmer,0.0,19,0,12,2017
25226,ericsson,0.0,20,0,12,2017
25227,giovinazzi,0.0,21,0,12,2017
25228,button,0.0,22,0,12,2017
25229,resta,0.0,23,0,12,2017
25230,hamilton,238.0,1,6,13,2017
25231,vettel,235.0,2,4,13,2017
25232,bottas,197.0,3,2,13,2017
25233,ricciardo,144.0,4,1,13,2017
25234,raikkonen,138.0,5,0,13,2017
25235,max_verstappen,68.0,6,0,13,2017
25236,perez,58.0,7,0,13,2017
25237,ocon,55.0,8,0,13,2017
25238,sainz,36.0,9,0,13,2017
25239,hulkenberg,34.0,10,0,13,2017
25240,massa,31.0,11,0,13,2017
25241,stroll,24.0,12,0,13,2017
25242,grosjean,24.0,13,0,13,2017
25243,kevin_magnussen,11.0,14,0,13,2017
25244,alonso,10.0,15,0,13,2017
25245,wehrlein,5.0,16,0,13,2017
25246,kvyat,4.0,17,0,13,2017
25247,vandoorne,1.0,18,0,13,2017
25248,jolyon_palmer,0.0,19,0,13,2017
25249,ericsson,0.0,20,0,13,2017
25250,giovinazzi,0.0,21,0,13,2017
25251,button,0.0,22,0,13,2017
25252,resta,0.0,23,0,13,2017
25253,hamilton,263.0,1,7,14,2017
25254,vettel,235.0,2,4,14,2017
25255,bottas,212.0,3,2,14,2017
25256,ricciardo,162.0,4,1,14,2017
25257,raikkonen,138.0,5,0,14,2017
25258,max_verstappen,68.0,6,0,14,2017
25259,perez,68.0,7,0,14,2017
25260,ocon,56.0,8,0,14,2017
25261,sainz,48.0,9,0,14,2017
25262,hulkenberg,34.0,10,0,14,2017
25263,massa,31.0,11,0,14,2017
25264,stroll,28.0,12,0,14,2017
25265,grosjean,26.0,13,0,14,2017
25266,kevin_magnussen,11.0,14,0,14,2017
25267,alonso,10.0,15,0,14,2017
25268,jolyon_palmer,8.0,16,0,14,2017
25269,vandoorne,7.0,17,0,14,2017
25270,wehrlein,5.0,18,0,14,2017
25271,kvyat,4.0,19,0,14,2017
25272,ericsson,0.0,20,0,14,2017
25273,giovinazzi,0.0,21,0,14,2017
25274,button,0.0,22,0,14,2017
25275,resta,0.0,23,0,14,2017
25276,hamilton,281.0,1,7,15,2017
25277,vettel,247.0,2,4,15,2017
25278,bottas,222.0,3,2,15,2017
25279,ricciardo,177.0,4,1,15,2017
25280,raikkonen,138.0,5,0,15,2017
25281,max_verstappen,93.0,6,1,15,2017
25282,perez,76.0,7,0,15,2017
25283,ocon,57.0,8,0,15,2017
25284,sainz,48.0,9,0,15,2017
25285,hulkenberg,34.0,10,0,15,2017
25286,massa,33.0,11,0,15,2017
25287,stroll,32.0,12,0,15,2017
25288,grosjean,26.0,13,0,15,2017
25289,vandoorne,13.0,14,0,15,2017
25290,kevin_magnussen,11.0,15,0,15,2017
25291,alonso,10.0,16,0,15,2017
25292,jolyon_palmer,8.0,17,0,15,2017
25293,wehrlein,5.0,18,0,15,2017
25294,kvyat,4.0,19,0,15,2017
25295,ericsson,0.0,20,0,15,2017
25296,giovinazzi,0.0,21,0,15,2017
25297,gasly,0.0,22,0,15,2017
25298,button,0.0,23,0,15,2017
25299,resta,0.0,24,0,15,2017
25300,hamilton,306.0,1,8,16,2017
25301,vettel,247.0,2,4,16,2017
25302,bottas,234.0,3,2,16,2017
25303,ricciardo,192.0,4,1,16,2017
25304,raikkonen,148.0,5,0,16,2017
25305,max_verstappen,111.0,6,1,16,2017
25306,perez,82.0,7,0,16,2017
25307,ocon,65.0,8,0,16,2017
25308,sainz,48.0,9,0,16,2017
25309,hulkenberg,34.0,10,0,16,2017
25310,massa,34.0,11,0,16,2017
25311,stroll,32.0,12,0,16,2017
25312,grosjean,28.0,13,0,16,2017
25313,kevin_magnussen,15.0,14,0,16,2017
25314,vandoorne,13.0,15,0,16,2017
25315,alonso,10.0,16,0,16,2017
25316,jolyon_palmer,8.0,17,0,16,2017
25317,wehrlein,5.0,18,0,16,2017
25318,kvyat,4.0,19,0,16,2017
25319,ericsson,0.0,20,0,16,2017
25320,giovinazzi,0.0,21,0,16,2017
25321,gasly,0.0,22,0,16,2017
25322,button,0.0,23,0,16,2017
25323,resta,0.0,24,0,16,2017
25324,hamilton,331.0,1,9,17,2017
25325,vettel,265.0,2,4,17,2017
25326,bottas,244.0,3,2,17,2017
25327,ricciardo,192.0,4,1,17,2017
25328,raikkonen,163.0,5,0,17,2017
25329,max_verstappen,123.0,6,1,17,2017
25330,perez,86.0,7,0,17,2017
25331,ocon,73.0,8,0,17,2017
25332,sainz,54.0,9,0,17,2017
25333,massa,36.0,10,0,17,2017
25334,hulkenberg,34.0,11,0,17,2017
25335,stroll,32.0,12,0,17,2017
25336,grosjean,28.0,13,0,17,2017
25337,kevin_magnussen,15.0,14,0,17,2017
25338,vandoorne,13.0,15,0,17,2017
25339,alonso,10.0,16,0,17,2017
25340,jolyon_palmer,8.0,17,0,17,2017
25341,wehrlein,5.0,18,0,17,2017
25342,kvyat,5.0,19,0,17,2017
25343,ericsson,0.0,20,0,17,2017
25344,giovinazzi,0.0,21,0,17,2017
25345,gasly,0.0,22,0,17,2017
25346,brendon_hartley,0.0,23,0,17,2017
25347,button,0.0,24,0,17,2017
25348,resta,0.0,25,0,17,2017
25349,hamilton,333.0,1,9,18,2017
25350,vettel,277.0,2,4,18,2017
25351,bottas,262.0,3,2,18,2017
25352,ricciardo,192.0,4,1,18,2017
25353,raikkonen,178.0,5,0,18,2017
25354,max_verstappen,148.0,6,2,18,2017
25355,perez,92.0,7,0,18,2017
25356,ocon,83.0,8,0,18,2017
25357,sainz,54.0,9,0,18,2017
25358,stroll,40.0,10,0,18,2017
25359,massa,36.0,11,0,18,2017
25360,hulkenberg,34.0,12,0,18,2017
25361,grosjean,28.0,13,0,18,2017
25362,kevin_magnussen,19.0,14,0,18,2017
25363,vandoorne,13.0,15,0,18,2017
25364,alonso,11.0,16,0,18,2017
25365,jolyon_palmer,8.0,17,0,18,2017
25366,wehrlein,5.0,18,0,18,2017
25367,kvyat,5.0,19,0,18,2017
25368,ericsson,0.0,20,0,18,2017
25369,giovinazzi,0.0,21,0,18,2017
25370,gasly,0.0,22,0,18,2017
25371,brendon_hartley,0.0,23,0,18,2017
25372,button,0.0,24,0,18,2017
25373,resta,0.0,25,0,18,2017
25374,hamilton,345.0,1,9,19,2017
25375,vettel,302.0,2,5,19,2017
25376,bottas,280.0,3,2,19,2017
25377,ricciardo,200.0,4,1,19,2017
25378,raikkonen,193.0,5,0,19,2017
25379,max_verstappen,158.0,6,2,19,2017
25380,perez,94.0,7,0,19,2017
25381,ocon,83.0,8,0,19,2017
25382,sainz,54.0,9,0,19,2017
25383,massa,42.0,10,0,19,2017
25384,stroll,40.0,11,0,19,2017
25385,hulkenberg,35.0,12,0,19,2017
25386,grosjean,28.0,13,0,19,2017
25387,kevin_magnussen,19.0,14,0,19,2017
25388,alonso,15.0,15,0,19,2017
25389,vandoorne,13.0,16,0,19,2017
25390,jolyon_palmer,8.0,17,0,19,2017
25391,wehrlein,5.0,18,0,19,2017
25392,kvyat,5.0,19,0,19,2017
25393,ericsson,0.0,20,0,19,2017
25394,gasly,0.0,21,0,19,2017
25395,giovinazzi,0.0,22,0,19,2017
25396,brendon_hartley,0.0,23,0,19,2017
25397,button,0.0,24,0,19,2017
25398,resta,0.0,25,0,19,2017
25399,hamilton,363.0,1,9,20,2017
25400,vettel,317.0,2,5,20,2017
25401,bottas,305.0,3,3,20,2017
25402,raikkonen,205.0,4,0,20,2017
25403,ricciardo,200.0,5,1,20,2017
25404,max_verstappen,168.0,6,2,20,2017
25405,perez,100.0,7,0,20,2017
25406,ocon,87.0,8,0,20,2017
25407,sainz,54.0,9,0,20,2017
25408,hulkenberg,43.0,10,0,20,2017
25409,massa,43.0,11,0,20,2017
25410,stroll,40.0,12,0,20,2017
25411,grosjean,28.0,13,0,20,2017
25412,kevin_magnussen,19.0,14,0,20,2017
25413,alonso,17.0,15,0,20,2017
25414,vandoorne,13.0,16,0,20,2017
25415,jolyon_palmer,8.0,17,0,20,2017
25416,wehrlein,5.0,18,0,20,2017
25417,kvyat,5.0,19,0,20,2017
25418,ericsson,0.0,20,0,20,2017
25419,gasly,0.0,21,0,20,2017
25420,giovinazzi,0.0,22,0,20,2017
25421,brendon_hartley,0.0,23,0,20,2017
25422,button,0.0,24,0,20,2017
25423,resta,0.0,25,0,20,2017
25424,vettel,25.0,1,1,1,2018
25425,hamilton,18.0,2,0,1,2018
25426,raikkonen,15.0,3,0,1,2018
25427,ricciardo,12.0,4,0,1,2018
25428,alonso,10.0,5,0,1,2018
25429,max_verstappen,8.0,6,0,1,2018
25430,hulkenberg,6.0,7,0,1,2018
25431,bottas,4.0,8,0,1,2018
25432,vandoorne,2.0,9,0,1,2018
25433,sainz,1.0,10,0,1,2018
25434,perez,0.0,11,0,1,2018
25435,ocon,0.0,12,0,1,2018
25436,leclerc,0.0,13,0,1,2018
25437,stroll,0.0,14,0,1,2018
25438,brendon_hartley,0.0,15,0,1,2018
25439,grosjean,0.0,16,0,1,2018
25440,kevin_magnussen,0.0,17,0,1,2018
25441,gasly,0.0,18,0,1,2018
25442,ericsson,0.0,19,0,1,2018
25443,sirotkin,0.0,20,0,1,2018
25444,vettel,50.0,1,2,2,2018
25445,hamilton,33.0,2,0,2,2018
25446,bottas,22.0,3,0,2,2018
25447,alonso,16.0,4,0,2,2018
25448,raikkonen,15.0,5,0,2,2018
25449,hulkenberg,14.0,6,0,2,2018
25450,gasly,12.0,7,0,2,2018
25451,ricciardo,12.0,8,0,2,2018
25452,kevin_magnussen,10.0,9,0,2,2018
25453,max_verstappen,8.0,10,0,2,2018
25454,vandoorne,6.0,11,0,2,2018
25455,ericsson,2.0,12,0,2,2018
25456,sainz,1.0,13,0,2,2018
25457,ocon,1.0,14,0,2,2018
25458,perez,0.0,15,0,2,2018
25459,leclerc,0.0,16,0,2,2018
25460,grosjean,0.0,17,0,2,2018
25461,stroll,0.0,18,0,2,2018
25462,brendon_hartley,0.0,19,0,2,2018
25463,sirotkin,0.0,20,0,2,2018
25464,vettel,54.0,1,2,3,2018
25465,hamilton,45.0,2,0,3,2018
25466,bottas,40.0,3,0,3,2018
25467,ricciardo,37.0,4,1,3,2018
25468,raikkonen,30.0,5,0,3,2018
25469,alonso,22.0,6,0,3,2018
25470,hulkenberg,22.0,7,0,3,2018
25471,max_verstappen,18.0,8,0,3,2018
25472,gasly,12.0,9,0,3,2018
25473,kevin_magnussen,11.0,10,0,3,2018
25474,vandoorne,6.0,11,0,3,2018
25475,sainz,3.0,12,0,3,2018
25476,ericsson,2.0,13,0,3,2018
25477,ocon,1.0,14,0,3,2018
25478,perez,0.0,15,0,3,2018
25479,leclerc,0.0,16,0,3,2018
25480,grosjean,0.0,17,0,3,2018
25481,stroll,0.0,18,0,3,2018
25482,sirotkin,0.0,19,0,3,2018
25483,brendon_hartley,0.0,20,0,3,2018
25484,hamilton,70.0,1,1,4,2018
25485,vettel,66.0,2,2,4,2018
25486,raikkonen,48.0,3,0,4,2018
25487,bottas,40.0,4,0,4,2018
25488,ricciardo,37.0,5,1,4,2018
25489,alonso,28.0,6,0,4,2018
25490,hulkenberg,22.0,7,0,4,2018
25491,max_verstappen,18.0,8,0,4,2018
25492,perez,15.0,9,0,4,2018
25493,sainz,13.0,10,0,4,2018
25494,gasly,12.0,11,0,4,2018
25495,kevin_magnussen,11.0,12,0,4,2018
25496,leclerc,8.0,13,0,4,2018
25497,vandoorne,8.0,14,0,4,2018
25498,stroll,4.0,15,0,4,2018
25499,ericsson,2.0,16,0,4,2018
25500,ocon,1.0,17,0,4,2018
25501,brendon_hartley,1.0,18,0,4,2018
25502,grosjean,0.0,19,0,4,2018
25503,sirotkin,0.0,20,0,4,2018
25504,hamilton,95.0,1,2,5,2018
25505,vettel,78.0,2,2,5,2018
25506,bottas,58.0,3,0,5,2018
25507,raikkonen,48.0,4,0,5,2018
25508,ricciardo,47.0,5,1,5,2018
25509,max_verstappen,33.0,6,0,5,2018
25510,alonso,32.0,7,0,5,2018
25511,hulkenberg,22.0,8,0,5,2018
25512,kevin_magnussen,19.0,9,0,5,2018
25513,sainz,19.0,10,0,5,2018
25514,perez,17.0,11,0,5,2018
25515,gasly,12.0,12,0,5,2018
25516,leclerc,9.0,13,0,5,2018
25517,vandoorne,8.0,14,0,5,2018
25518,stroll,4.0,15,0,5,2018
25519,ericsson,2.0,16,0,5,2018
25520,ocon,1.0,17,0,5,2018
25521,brendon_hartley,1.0,18,0,5,2018
25522,grosjean,0.0,19,0,5,2018
25523,sirotkin,0.0,20,0,5,2018
25524,hamilton,110.0,1,2,6,2018
25525,vettel,96.0,2,2,6,2018
25526,ricciardo,72.0,3,2,6,2018
25527,bottas,68.0,4,0,6,2018
25528,raikkonen,60.0,5,0,6,2018
25529,max_verstappen,35.0,6,0,6,2018
25530,alonso,32.0,7,0,6,2018
25531,hulkenberg,26.0,8,0,6,2018
25532,sainz,20.0,9,0,6,2018
25533,kevin_magnussen,19.0,10,0,6,2018
25534,gasly,18.0,11,0,6,2018
25535,perez,17.0,12,0,6,2018
25536,ocon,9.0,13,0,6,2018
25537,leclerc,9.0,14,0,6,2018
25538,vandoorne,8.0,15,0,6,2018
25539,stroll,4.0,16,0,6,2018
25540,ericsson,2.0,17,0,6,2018
25541,brendon_hartley,1.0,18,0,6,2018
25542,grosjean,0.0,19,0,6,2018
25543,sirotkin,0.0,20,0,6,2018
25544,vettel,121.0,1,3,7,2018
25545,hamilton,120.0,2,2,7,2018
25546,bottas,86.0,3,0,7,2018
25547,ricciardo,84.0,4,2,7,2018
25548,raikkonen,68.0,5,0,7,2018
25549,max_verstappen,50.0,6,0,7,2018
25550,alonso,32.0,7,0,7,2018
25551,hulkenberg,32.0,8,0,7,2018
25552,sainz,24.0,9,0,7,2018
25553,kevin_magnussen,19.0,10,0,7,2018
25554,gasly,18.0,11,0,7,2018
25555,perez,17.0,12,0,7,2018
25556,ocon,11.0,13,0,7,2018
25557,leclerc,10.0,14,0,7,2018
25558,vandoorne,8.0,15,0,7,2018
25559,stroll,4.0,16,0,7,2018
25560,ericsson,2.0,17,0,7,2018
25561,brendon_hartley,1.0,18,0,7,2018
25562,grosjean,0.0,19,0,7,2018
25563,sirotkin,0.0,20,0,7,2018
25564,hamilton,145.0,1,3,8,2018
25565,vettel,131.0,2,3,8,2018
25566,ricciardo,96.0,3,2,8,2018
25567,bottas,92.0,4,0,8,2018
25568,raikkonen,83.0,5,0,8,2018
25569,max_verstappen,68.0,6,0,8,2018
25570,hulkenberg,34.0,7,0,8,2018
25571,alonso,32.0,8,0,8,2018
25572,sainz,28.0,9,0,8,2018
25573,kevin_magnussen,27.0,10,0,8,2018
25574,gasly,18.0,11,0,8,2018
25575,perez,17.0,12,0,8,2018
25576,ocon,11.0,13,0,8,2018
25577,leclerc,11.0,14,0,8,2018
25578,vandoorne,8.0,15,0,8,2018
25579,stroll,4.0,16,0,8,2018
